NumeroDePasajeros,CanalDeVenta,TipoDeViaje,ClientePotencial,Estadia,HorarioDelVuelo,DiaDelVuelo,Ruta,OrigenReserva,EquipajeExtra,AsientosPreferido,QuiereComidaEnVuelo,DuracionDelVuelo,ReservaCompleta
1,1,2,71,90,7,4,AKLICN,85,1,1,1,6.62,0
2,1,2,346,23,8,1,AKLICN,85,1,0,1,6.62,0
1,1,2,9,84,7,6,AKLICN,61,1,0,0,6.62,0
1,1,2,65,22,14,4,AKLICN,85,1,0,0,6.62,0
1,0,2,221,61,2,3,AKLICN,61,0,0,0,6.62,0
1,1,2,65,18,14,6,AKLICN,85,0,0,1,6.62,0
2,1,2,7,40,7,6,AKLICN,85,1,0,1,6.62,0
1,1,2,107,24,14,0,AKLICN,85,0,1,0,6.62,0
1,1,2,14,27,10,6,AKLICN,61,0,0,0,6.62,0
1,1,2,77,96,9,5,AKLICN,61,1,0,1,6.62,0
1,1,2,65,17,9,6,AKLICN,61,1,0,0,6.62,0
1,1,2,24,25,8,4,AKLICN,85,1,0,1,6.62,0
1,1,2,47,69,2,6,AKLICN,85,1,1,1,6.62,0
1,1,2,22,89,14,5,AKLICN,85,1,0,1,6.62,0
2,1,2,11,25,4,4,AKLICN,85,1,0,1,6.62,0
1,1,2,35,25,6,5,AKLICN,85,0,0,1,6.62,0
1,1,2,272,21,14,5,AKLICN,61,1,0,0,6.62,0
1,1,2,20,18,10,1,AKLICN,61,0,0,0,6.62,0
1,1,2,250,23,9,3,AKLICN,85,1,0,1,6.62,0
1,1,2,161,58,2,2,AKLICN,85,1,0,1,6.62,0
4,1,2,128,21,9,1,AKLICN,61,1,1,0,6.62,0
1,1,2,190,27,14,3,AKLICN,85,1,0,1,6.62,0
4,1,2,311,27,6,2,AKLICN,61,0,1,0,6.62,0
1,1,2,27,56,7,0,AKLICN,85,1,0,1,6.62,0
2,1,2,314,43,10,3,AKLICN,61,0,0,0,6.62,0
1,1,2,25,29,11,6,AKLICN,85,1,0,1,6.62,0
1,1,2,102,110,6,5,AKLICN,85,1,0,0,6.62,0
3,0,0,154,45,9,6,AKLICN,15,1,1,1,5.52,0
1,1,2,24,19,8,1,AKLICN,85,1,0,1,6.62,0
1,1,2,2,165,3,1,AKLKIX,43,1,0,0,7.0,0
1,1,2,26,111,13,1,AKLKIX,43,1,0,1,7.0,0
1,1,2,32,34,23,3,AKLKIX,61,0,0,0,7.0,0
2,1,2,57,38,5,3,AKLKIX,61,1,0,0,7.0,0
1,1,2,198,207,10,3,AKLKIX,43,1,0,1,7.0,0
1,1,2,23,27,11,2,AKLKIX,43,0,0,0,7.0,0
1,1,2,33,20,6,0,AKLKTM,61,1,0,0,4.75,0
2,1,2,120,91,3,1,AKLKTM,61,1,0,1,4.75,0
2,1,2,69,34,4,4,AKLKTM,61,1,0,0,4.75,0
1,0,0,281,18,3,6,AKLKTM,61,1,0,0,4.75,0
1,1,0,282,18,19,5,AKLKTM,61,1,0,0,4.75,0
1,1,2,69,21,3,6,AKLKTM,61,1,0,0,4.75,0
1,1,1,67,1,10,5,AKLKTM,61,1,0,0,4.75,0
1,1,2,15,31,17,1,AKLKUL,51,0,0,0,8.83,1
1,1,2,31,274,10,5,AKLKUL,51,1,0,0,8.83,0
1,1,2,316,35,16,5,AKLKUL,51,1,0,0,8.83,0
2,1,2,232,17,3,5,AKLKUL,51,1,1,1,8.83,0
1,1,2,156,19,14,1,AKLKUL,51,1,0,0,8.83,1
1,1,2,196,44,23,5,AKLKUL,61,1,0,0,8.83,0
1,1,2,283,38,9,1,AKLKUL,61,1,0,0,8.83,0
1,1,2,34,24,5,0,AKLKUL,61,1,0,0,8.83,0
1,0,2,63,57,8,1,AKLKUL,61,0,0,0,8.83,0
1,1,2,5,18,4,5,AKLKUL,61,0,0,0,8.83,0
1,1,2,6,106,19,5,AKLKUL,51,0,0,0,8.83,0
1,1,2,227,68,2,0,AKLKUL,51,1,1,0,8.83,0
1,1,2,181,87,2,5,AKLKUL,80,1,0,1,8.83,1
1,1,2,8,33,3,5,AKLKUL,61,0,0,0,8.83,0
2,1,2,138,35,19,0,AKLKUL,90,1,0,1,8.83,0
1,1,2,134,37,20,6,AKLKUL,61,0,1,0,8.83,0
2,1,2,8,29,18,4,AKLKUL,61,1,0,0,8.83,0
1,1,2,23,51,13,0,AKLKUL,61,1,0,1,8.83,0
1,0,2,57,21,1,3,AKLKUL,51,1,1,1,8.83,0
2,1,2,85,19,0,1,AKLKUL,61,1,1,0,8.83,0
1,1,2,65,31,23,3,AKLKUL,61,0,0,0,8.83,0
1,1,1,27,1,13,5,AKLKUL,61,1,1,0,8.83,0
1,1,2,93,196,8,5,AKLKUL,28,1,0,0,8.83,0
1,0,2,16,77,8,1,AKLKUL,61,0,0,1,8.83,0
2,1,2,118,17,8,5,AKLKUL,61,1,0,1,8.83,0
2,1,2,90,20,7,4,AKLKUL,51,0,0,1,8.83,0
1,1,2,168,41,23,1,AKLKUL,61,1,0,1,8.83,0
1,0,2,127,17,16,5,AKLKUL,51,1,0,1,8.83,1
2,0,2,18,17,6,1,AKLKUL,61,1,1,1,8.83,0
1,1,2,153,30,10,5,AKLKUL,61,1,1,0,8.83,0
1,1,2,51,21,9,2,AKLKUL,51,1,0,1,8.83,0
2,1,2,186,27,2,5,AKLKUL,61,1,1,1,8.83,0
1,1,2,5,87,5,5,AKLKUL,51,1,0,0,8.83,0
1,1,2,65,278,2,4,AKLKUL,51,0,0,0,8.83,0
1,1,2,2,18,6,4,AKLKUL,61,1,1,0,8.83,0
1,1,2,263,58,4,3,AKLKUL,51,0,1,0,8.83,0
6,1,2,172,28,0,2,AKLKUL,61,0,0,1,8.83,0
1,1,2,161,108,2,4,AKLKUL,61,1,1,0,8.83,0
4,1,2,230,29,17,1,AKLKUL,51,1,0,1,8.83,0
1,1,2,7,21,0,1,AKLKUL,37,0,0,0,8.83,0
1,1,2,42,17,14,5,AKLKUL,51,0,0,0,8.83,1
1,1,2,71,29,10,0,AKLKUL,61,1,0,0,8.83,0
1,1,2,22,180,13,4,AKLKUL,51,1,0,0,8.83,1
1,1,2,81,21,4,0,AKLKUL,61,1,0,0,8.83,0
2,1,2,140,18,7,3,AKLKUL,17,1,0,0,8.83,0
1,0,2,42,72,14,2,AKLKUL,61,0,0,1,8.83,0
1,1,2,168,32,2,5,AKLKUL,61,1,1,0,8.83,0
1,1,2,285,30,12,6,AKLKUL,21,1,1,1,8.83,0
2,1,2,179,18,11,4,AKLKUL,51,1,0,1,8.83,0
2,1,2,341,21,10,2,AKLKUL,61,1,0,0,8.83,0
2,1,2,96,51,3,4,AKLKUL,61,1,0,1,8.83,0
4,1,2,173,17,1,4,AKLKUL,61,1,0,1,8.83,0
1,1,2,180,24,9,6,AKLKUL,61,0,1,1,8.83,0
4,1,2,366,17,16,3,AKLKUL,51,1,0,1,8.83,0
3,1,2,229,17,13,1,AKLKUL,51,1,1,1,8.83,1
2,1,2,174,61,11,5,AKLKUL,51,1,0,1,8.83,0
2,1,2,82,25,18,0,AKLKUL,21,1,0,0,8.83,0
1,1,2,75,62,6,1,AKLKUL,51,0,0,0,8.83,0
2,1,2,163,21,10,1,AKLKUL,61,1,0,0,8.83,0
1,1,2,105,21,8,0,AKLKUL,61,1,0,0,8.83,0
2,1,2,276,45,6,1,AKLKUL,61,1,0,1,8.83,0
1,1,2,35,31,3,4,AKLKUL,61,1,0,0,8.83,0
1,1,2,110,26,23,6,AKLKUL,61,1,0,0,8.83,0
1,1,2,83,44,3,2,AKLKUL,51,1,0,0,8.83,0
1,0,2,154,25,22,1,AKLKUL,51,1,0,0,8.83,0
1,1,2,118,19,1,5,AKLKUL,61,1,0,1,8.83,0
1,1,2,55,20,22,6,AKLKUL,61,0,0,0,8.83,0
1,0,2,45,35,1,2,AKLKUL,61,0,0,0,8.83,0
1,1,2,54,23,4,3,AKLKUL,61,0,0,1,8.83,0
1,1,2,193,19,13,5,AKLKUL,51,0,0,0,8.83,0
1,1,2,10,91,23,5,AKLKUL,80,1,0,0,8.83,1
1,1,2,166,18,20,6,AKLKUL,61,1,0,1,8.83,0
1,1,2,97,25,9,3,AKLKUL,51,1,0,0,8.83,0
5,1,2,239,17,12,4,AKLKUL,51,1,0,1,8.83,0
2,1,2,97,50,8,2,AKLKUL,61,1,1,1,8.83,0
1,1,2,182,28,10,3,AKLKUL,103,0,0,1,8.83,0
1,1,2,99,21,13,3,AKLKUL,80,0,0,0,8.83,1
1,1,2,23,59,9,5,AKLKUL,61,1,0,1,8.83,0
1,0,2,53,18,9,1,AKLKUL,51,1,1,0,8.83,0
1,1,2,28,125,12,2,AKLKUL,51,0,0,0,8.83,0
1,1,2,384,18,5,4,AKLKUL,51,0,0,0,8.83,0
2,1,2,22,27,23,0,AKLKUL,61,1,0,1,8.83,0
1,1,2,70,106,3,4,AKLKUL,51,1,0,1,8.83,0
1,1,2,126,28,20,3,AKLKUL,28,1,0,0,8.83,0
1,1,2,8,45,8,5,AKLKUL,51,0,0,0,8.83,0
2,1,2,51,29,11,3,AKLKUL,61,1,0,1,8.83,0
1,1,2,142,124,9,6,AKLKUL,51,1,0,0,8.83,1
1,1,2,87,33,9,2,AKLKUL,93,1,0,0,8.83,0
5,0,2,238,21,8,0,AKLKUL,61,1,1,1,8.83,0
2,1,2,86,34,0,2,AKLKUL,61,1,0,0,8.83,0
1,0,2,313,35,20,2,AKLKUL,61,1,0,0,8.83,0
2,1,2,41,20,20,3,AKLKUL,86,1,1,1,8.83,0
1,1,2,91,46,8,6,AKLKUL,61,1,1,1,8.83,0
1,0,2,41,21,12,5,AKLKUL,51,1,0,0,8.83,0
1,1,2,82,33,10,5,AKLKUL,61,1,0,0,8.83,0
5,1,2,206,17,13,3,AKLKUL,51,1,0,0,8.83,0
4,1,2,6,55,5,4,AKLKUL,61,1,1,0,8.83,0
5,1,2,197,18,10,0,AKLKUL,51,1,0,1,8.83,0
1,1,2,34,22,13,5,AKLKUL,51,1,0,1,8.83,1
2,1,2,112,21,17,5,AKLKUL,51,1,0,0,8.83,0
2,1,2,268,47,1,1,AKLKUL,61,1,0,1,8.83,0
1,1,2,157,26,15,1,AKLKUL,75,1,0,1,8.83,0
2,1,2,145,51,4,6,AKLKUL,51,1,1,1,8.83,0
4,1,2,241,24,9,1,AKLKUL,61,0,0,0,8.83,0
1,1,2,172,17,9,0,AKLKUL,40,0,0,1,8.83,0
1,1,2,99,19,7,6,AKLKUL,51,0,0,0,8.83,0
1,0,2,139,22,8,3,AKLKUL,61,1,0,1,8.83,0
1,1,2,59,35,13,3,AKLKUL,51,0,1,0,8.83,1
1,1,2,396,23,9,1,AKLKUL,61,1,0,1,8.83,0
2,1,2,280,18,23,5,AKLKUL,51,1,0,1,8.83,0
1,1,2,79,23,10,5,AKLKUL,51,0,0,0,8.83,0
1,1,2,37,26,21,6,AKLKUL,61,1,0,0,8.83,0
2,1,2,69,19,17,2,AKLKUL,42,1,0,0,8.83,0
1,1,2,380,21,21,4,AKLKUL,61,1,1,0,8.83,0
5,1,2,206,17,13,3,AKLKUL,51,1,0,0,8.83,0
1,1,2,13,27,1,6,AKLKUL,61,1,0,1,8.83,0
1,1,2,229,31,2,0,AKLKUL,61,0,0,1,8.83,0
1,1,2,132,20,9,1,AKLKUL,81,1,0,0,8.83,0
4,1,2,121,18,6,3,AKLKUL,51,1,1,1,8.83,0
4,1,2,316,22,14,4,AKLKUL,51,1,0,0,8.83,1
5,1,2,67,35,2,5,AKLKUL,51,1,1,1,8.83,1
1,1,2,419,21,16,3,AKLKUL,51,1,0,0,8.83,0
2,1,2,18,46,2,1,AKLKUL,51,0,0,0,8.83,0
1,1,2,58,21,12,6,AKLKUL,99,1,0,1,8.83,0
2,1,2,115,87,6,6,AKLKUL,95,0,0,0,8.83,0
1,1,2,236,91,6,0,AKLKUL,51,1,0,1,8.83,0
1,1,2,225,25,6,5,AKLKUL,28,1,1,0,8.83,1
1,1,2,116,56,15,4,AKLKUL,51,1,0,0,8.83,0
1,1,2,34,90,7,2,AKLKUL,51,1,1,0,8.83,0
1,1,2,191,60,11,3,AKLKUL,28,1,0,1,8.83,0
1,1,2,55,22,7,2,AKLKUL,61,1,0,0,8.83,0
1,0,2,53,180,2,2,AKLKUL,61,1,0,0,8.83,0
1,1,2,13,17,3,3,AKLKUL,61,0,0,0,8.83,0
1,1,2,275,36,4,6,AKLKUL,61,1,1,0,8.83,0
1,1,2,58,17,7,3,AKLKUL,61,1,0,1,8.83,0
2,1,2,45,25,1,1,AKLKUL,61,0,0,0,8.83,0
2,1,2,417,22,4,3,AKLKUL,61,1,0,1,8.83,0
2,1,2,159,21,8,0,AKLKUL,61,1,0,0,8.83,0
2,1,2,173,40,8,3,AKLKUL,61,0,0,0,8.83,0
2,1,2,92,65,13,1,AKLKUL,77,1,0,0,8.83,0
1,1,2,106,208,4,4,AKLKUL,43,1,0,0,8.83,0
3,1,2,316,35,16,5,AKLKUL,51,0,0,0,8.83,0
2,1,2,245,27,11,1,AKLKUL,61,0,0,0,8.83,1
3,1,2,218,21,8,5,AKLKUL,61,0,0,0,8.83,0
1,1,2,96,106,1,3,AKLKUL,61,1,1,1,8.83,0
1,1,2,67,22,11,1,AKLKUL,51,0,0,0,8.83,0
1,1,2,145,204,16,0,AKLKUL,51,1,1,1,8.83,0
1,1,2,295,18,6,1,AKLKUL,51,0,0,0,8.83,0
1,1,2,57,51,3,6,AKLKUL,61,1,0,1,8.83,0
1,0,2,12,20,8,5,AKLKUL,61,1,0,0,8.83,0
3,1,2,77,31,0,4,AKLKUL,61,1,0,0,8.83,0
2,1,2,7,83,16,5,AKLKUL,51,1,0,1,8.83,0
1,0,2,305,18,3,6,AKLKUL,61,0,0,0,8.83,0
2,1,2,235,18,22,5,AKLKUL,51,1,0,1,8.83,1
1,1,2,332,17,11,2,AKLKUL,61,0,0,0,8.83,0
1,1,2,3,35,6,5,AKLKUL,61,1,0,0,8.83,0
2,1,2,56,42,4,4,AKLKUL,51,1,0,1,8.83,1
2,1,2,125,85,15,4,AKLKUL,51,1,0,0,8.83,0
1,1,2,86,21,2,2,AKLKUL,51,1,0,0,8.83,0
2,1,2,204,24,6,1,AKLKUL,61,1,1,0,8.83,0
1,1,2,310,44,13,5,AKLKUL,61,1,0,1,8.83,0
1,1,2,115,20,7,1,AKLKUL,61,1,0,0,8.83,0
1,1,2,57,24,12,4,AKLKUL,61,1,0,0,8.83,0
4,1,2,368,36,16,3,AKLKUL,51,0,0,0,8.83,0
1,1,2,59,37,15,3,AKLKUL,51,0,0,0,8.83,0
1,1,2,6,21,21,3,AKLKUL,61,0,0,0,8.83,0
3,1,2,67,22,7,6,AKLKUL,103,1,1,0,8.83,0
1,1,2,169,22,9,2,AKLKUL,61,1,0,0,8.83,0
1,1,2,214,38,12,4,AKLKUL,51,0,0,0,8.83,0
1,1,2,5,19,14,4,AKLKUL,51,1,0,0,8.83,0
2,1,2,14,17,10,2,AKLKUL,0,1,0,0,8.83,1
2,1,2,173,64,14,4,AKLKUL,51,0,0,0,8.83,0
1,1,2,7,22,7,1,AKLKUL,61,1,0,0,8.83,0
1,1,2,196,86,3,3,AKLKUL,61,1,0,0,8.83,0
2,1,2,155,24,7,3,AKLKUL,61,1,0,0,8.83,0
1,1,2,245,19,9,2,AKLKUL,61,0,0,0,8.83,0
1,0,2,22,82,10,0,AKLKUL,51,1,1,1,8.83,1
1,1,2,325,22,4,6,AKLKUL,51,1,0,0,8.83,0
1,1,1,6,1,23,3,AKLKUL,61,1,0,0,8.83,0
2,1,2,130,18,10,1,AKLKUL,61,0,0,0,8.83,0
1,1,2,218,17,2,0,AKLKUL,51,1,0,1,8.83,1
1,1,2,189,35,8,3,AKLKUL,51,1,0,0,8.83,0
1,1,2,35,41,15,4,AKLKUL,51,1,1,1,8.83,0
1,1,2,189,60,8,5,AKLKUL,61,0,1,1,8.83,0
4,1,2,226,17,6,3,AKLKUL,51,1,0,0,8.83,0
1,1,2,122,30,13,4,AKLKUL,36,1,0,0,8.83,0
2,1,2,88,30,8,6,AKLKUL,51,1,0,1,8.83,0
4,1,2,211,21,10,0,AKLKUL,51,1,0,0,8.83,1
1,1,2,259,82,9,3,AKLKUL,51,1,0,1,8.83,1
5,1,2,188,17,12,4,AKLKUL,51,1,0,1,8.83,1
1,1,2,129,25,9,1,AKLKUL,61,1,0,1,8.83,0
2,1,2,190,69,21,4,AKLKUL,61,1,0,0,8.83,0
1,1,2,172,54,8,5,AKLKUL,51,1,1,1,8.83,0
1,1,2,149,17,4,1,AKLKUL,61,1,0,1,8.83,0
1,1,2,15,28,7,3,AKLKUL,78,0,0,0,8.83,1
4,1,2,38,17,4,3,AKLKUL,51,0,0,0,8.83,0
1,0,2,8,238,5,0,AKLKUL,61,1,1,0,8.83,0
1,1,2,214,23,8,3,AKLKUL,61,1,1,0,8.83,0
1,1,2,14,275,3,6,AKLKUL,80,1,0,1,8.83,1
2,1,2,9,84,13,0,AKLKUL,51,1,1,1,8.83,0
1,1,2,70,20,14,2,AKLKUL,51,0,0,0,8.83,0
3,1,2,35,17,3,3,AKLKUL,51,1,0,1,8.83,0
4,1,2,53,42,23,2,AKLKUL,61,1,0,1,8.83,0
1,1,2,77,28,15,6,AKLKUL,51,1,1,0,8.83,0
2,1,2,259,39,21,4,AKLKUL,61,1,0,1,8.83,0
1,1,2,106,27,7,3,AKLKUL,51,0,0,0,8.83,0
1,1,2,194,86,3,3,AKLKUL,61,1,0,1,8.83,0
1,1,2,134,26,15,6,AKLKUL,51,1,0,0,8.83,0
1,1,2,3,36,16,3,AKLKUL,51,0,0,1,8.83,1
1,1,2,149,17,2,4,AKLKUL,61,1,0,1,8.83,0
2,1,2,9,44,8,0,AKLKUL,51,1,0,1,8.83,1
1,1,2,37,95,17,5,AKLKUL,59,1,0,1,8.83,0
2,1,2,183,34,11,0,AKLKUL,61,1,0,1,8.83,0
1,1,2,40,31,5,0,AKLKUL,61,1,1,1,8.83,0
1,1,2,95,83,6,6,AKLKUL,61,0,0,0,8.83,1
1,1,2,135,24,4,0,AKLKUL,61,0,0,0,8.83,0
1,0,2,15,90,13,0,AKLKUL,28,1,0,1,8.83,0
1,1,2,222,23,9,2,AKLKUL,51,0,0,1,8.83,1
2,1,2,64,29,12,1,AKLKUL,51,1,0,0,8.83,1
1,1,2,162,19,8,5,AKLKUL,61,1,0,0,8.83,0
1,1,2,22,27,9,3,AKLKUL,61,0,0,1,8.83,0
2,1,2,150,31,8,3,AKLKUL,61,1,0,1,8.83,0
1,1,2,73,27,12,0,AKLKUL,61,0,0,0,8.83,0
3,1,2,133,19,9,2,AKLKUL,61,0,0,0,8.83,0
1,1,1,24,1,0,6,AKLKUL,61,1,0,0,8.83,0
1,1,2,66,20,14,3,AKLKUL,51,0,1,1,8.83,0
3,1,2,89,22,6,2,AKLKUL,51,1,0,0,8.83,0
2,1,2,105,91,12,2,AKLKUL,51,1,1,1,8.83,0
1,1,2,115,95,9,4,AKLKUL,61,1,0,0,8.83,0
1,1,2,151,39,7,3,AKLKUL,61,1,0,1,8.83,0
3,1,2,349,18,20,1,AKLKUL,61,1,1,0,8.83,0
1,1,2,13,18,9,0,AKLKUL,51,1,0,1,8.83,1
2,1,2,29,20,1,0,AKLKUL,61,0,0,0,8.83,0
1,0,2,69,28,14,4,AKLKUL,51,1,1,1,8.83,0
5,1,2,206,17,13,3,AKLKUL,51,1,0,0,8.83,0
1,1,2,6,21,3,0,AKLKUL,51,1,0,0,8.83,0
2,0,2,23,31,4,1,AKLKUL,37,1,0,0,8.83,0
1,1,2,197,19,3,1,AKLKUL,61,0,0,0,8.83,1
2,1,2,368,65,2,3,AKLKUL,51,1,0,1,8.83,1
1,1,2,25,19,6,0,AKLKUL,51,1,1,0,8.83,0
1,1,2,189,33,11,0,AKLKUL,74,1,1,1,8.83,1
1,0,2,123,70,22,5,AKLKUL,51,0,0,0,8.83,0
2,1,2,298,22,7,5,AKLKUL,51,1,0,0,8.83,0
1,1,2,89,24,9,3,AKLKUL,61,1,0,0,8.83,0
1,1,2,241,125,11,6,AKLKUL,61,1,0,1,8.83,0
2,0,2,195,27,2,6,AKLKUL,61,1,1,1,8.83,0
1,0,2,84,18,9,6,AKLKUL,51,0,0,0,8.83,0
1,1,2,410,25,13,2,AKLKUL,28,1,1,0,8.83,1
3,1,2,95,24,8,5,AKLKUL,61,1,1,1,8.83,1
1,1,2,122,54,5,4,AKLKUL,34,0,0,1,8.83,0
2,1,2,216,26,9,3,AKLKUL,61,0,0,0,8.83,0
1,1,2,89,20,23,6,AKLKUL,61,1,0,0,8.83,0
1,1,2,111,42,7,1,AKLKUL,43,1,0,0,8.83,1
1,1,2,11,39,7,2,AKLKUL,51,1,0,0,8.83,0
3,1,2,174,17,3,6,AKLKUL,61,1,0,0,8.83,0
2,0,2,162,18,4,4,AKLKUL,51,0,0,0,8.83,1
2,1,1,139,1,8,0,AKLKUL,61,1,0,0,8.83,0
1,1,2,19,93,3,1,AKLKUL,61,1,1,1,8.83,0
1,1,2,110,18,15,4,AKLKUL,61,0,0,0,8.83,0
2,1,2,9,54,7,4,AKLKUL,51,1,0,1,8.83,1
1,0,2,47,28,15,3,AKLKUL,51,1,0,0,8.83,0
6,0,2,349,21,5,3,AKLKUL,51,1,0,0,8.83,0
2,1,2,109,21,17,3,AKLKUL,51,1,1,1,8.83,1
1,1,2,0,23,5,5,AKLKUL,51,0,0,0,8.83,0
4,1,2,38,21,0,1,AKLKUL,51,1,0,1,8.83,0
1,1,2,58,28,8,6,AKLKUL,61,0,0,1,8.83,0
4,1,2,192,20,6,3,AKLKUL,51,1,0,1,8.83,1
4,0,2,210,21,4,3,AKLKUL,51,1,0,0,8.83,0
2,1,2,326,22,12,3,AKLKUL,51,0,0,0,8.83,1
2,1,2,13,17,10,5,AKLKUL,51,1,1,1,8.83,0
2,1,2,240,64,14,6,AKLKUL,51,0,1,0,8.83,0
1,1,2,39,21,7,1,AKLKUL,61,0,0,0,8.83,0
1,1,2,23,35,8,3,AKLKUL,37,0,0,0,8.83,0
5,1,1,198,34,14,1,AKLKUL,34,1,1,1,8.83,0
1,1,2,75,30,10,5,AKLKUL,93,1,0,0,8.83,0
1,1,2,54,20,8,1,AKLKUL,61,1,0,1,8.83,0
1,1,2,32,41,1,3,AKLKUL,61,0,0,0,8.83,0
2,1,2,101,34,17,4,AKLKUL,90,1,0,0,8.83,0
2,1,2,294,49,16,5,AKLKUL,43,1,0,0,8.83,0
1,1,2,304,59,0,6,AKLKUL,61,1,0,1,8.83,0
3,1,2,32,23,15,6,AKLKUL,51,1,0,0,8.83,1
2,0,2,160,24,22,6,AKLKUL,61,1,0,0,8.83,0
3,1,2,363,18,2,1,AKLKUL,51,1,1,1,8.83,0
1,1,2,214,31,9,3,AKLKUL,51,1,0,0,8.83,0
1,1,2,162,18,11,5,AKLKUL,51,1,0,0,8.83,1
5,1,2,97,21,10,6,AKLKUL,51,1,1,0,8.83,1
2,1,2,71,30,6,1,AKLKUL,61,1,1,0,8.83,1
2,1,2,231,17,15,5,AKLKUL,51,1,1,1,8.83,0
2,1,2,163,35,12,0,AKLKUL,51,1,0,1,8.83,1
1,1,2,62,21,3,4,AKLKUL,51,1,1,0,8.83,0
1,1,2,1,18,5,5,AKLKUL,61,1,0,0,8.83,0
1,1,2,314,19,8,6,AKLKUL,61,0,1,0,8.83,0
2,1,2,178,69,9,0,AKLKUL,51,1,0,0,8.83,0
1,1,2,253,107,10,6,AKLKUL,61,0,0,0,8.83,0
2,1,2,81,43,6,4,AKLKUL,61,1,0,1,8.83,0
1,1,2,30,85,15,0,AKLKUL,51,1,0,0,8.83,1
1,1,2,120,20,12,0,AKLKUL,61,1,0,1,8.83,0
1,1,2,25,19,3,6,AKLKUL,51,1,0,1,8.83,0
1,1,2,62,30,7,4,AKLKUL,51,1,0,1,8.83,0
1,1,2,58,17,6,6,AKLKUL,61,1,1,0,8.83,0
4,1,2,268,18,13,5,AKLKUL,71,1,0,1,8.83,0
2,1,2,199,27,8,0,AKLKUL,61,1,0,0,8.83,0
5,1,2,206,17,13,3,AKLKUL,51,1,0,0,8.83,0
2,1,2,159,29,21,3,AKLKUL,61,1,1,1,8.83,0
1,1,2,171,35,8,6,AKLKUL,61,1,0,1,8.83,0
1,1,2,6,18,6,5,AKLKUL,51,1,0,1,8.83,1
1,1,2,269,29,9,3,AKLKUL,61,1,0,0,8.83,0
1,1,2,13,22,17,2,AKLKUL,100,1,0,1,8.83,0
1,1,2,301,121,15,3,AKLKUL,51,0,1,0,8.83,0
1,1,2,301,34,0,2,AKLKUL,61,1,0,0,8.83,0
